"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019079","GO:0019079","viral genome replication","18/1211","130/28943",8.259514463023e-06,6.48829460131722e-05,3.56182796877392e-05,"Isg15/Ccl12/Top2a/Bst2/Ifitm1/Ifitm2/Ifitm3/Apobec3/Rsad2/Oasl2/Parp10/Oas1b/Fam111a/Zc3hav1/Rab29/Eif2ak2/Ifi27/Pabpc1",18
"GO:0043406","GO:0043406","positive regulation of MAP kinase activity","18/1211","130/28943",8.259514463023e-06,6.48829460131722e-05,3.56182796877392e-05,"Adam8/Ptprc/Il1b/Cd40/Cd24a/Prkcd/Syk/Fgd2/Tirap/Tgfa/Edn1/Pdgfb/Iqgap1/Akap13/Csk/Ezh2/Pdgfrb/Arhgef5",18
"GO:0060541","GO:0060541","respiratory system development","28/1211","267/28943",8.43918601698782e-06,6.62015138391439e-05,3.63421234787283e-05,"Tnc/Lox/Mmp14/Ctsz/Mgp/Ctsh/Aldh1a2/Cebpa/Lipa/Ccn2/Tgfbr2/Sparc/Pdgfra/Fgfrl1/Klf2/Id1/Kdr/Timeless/Nos3/Slc7a11/Tns3/Heg1/Chil1/Igf1/Chd7/Pdgfrb/Rara/Foxj1",28
"GO:0072091","GO:0072091","regulation of stem cell proliferation","16/1211","106/28943",8.50803931082091e-06,6.66482911607104e-05,3.65873873049803e-05,"Cxcl1/Hmgb2/Foxm1/Sox18/Ptprc/Prrx2/Cebpa/Fbln1/Prrx1/Tgfbr2/Cdkn2c/Tbx18/Zfp36l1/Eif2ak2/Kdr/Sox17",16
"GO:0006260","GO:0006260","DNA replication","29/1211","282/28943",8.57590937437215e-06,6.70861290584615e-05,3.68277437261703e-05,"Cdk1/Pclaf/Rrm2/Mcm10/Cdc6/Mcm3/Ccna2/Fam111a/Mcm6/Mcm2/Cdk2/Baz1a/Dbf4/Fbxo5/Mcm5/Mcm7/Id3/Dna2/Rpa3/Mcm4/Mms22l/Lig1/Timeless/Pdgfb/Alyref/Rrm1/Samhd1/Jun/Ddx21",29
"GO:0042092","GO:0042092","type 2 immune response","10/1211","43/28943",8.60478405988675e-06,6.71245062944647e-05,3.68488113750611e-05,"Anxa1/Rsad2/Bcl6b/Ecm1/Il4ra/Irf1/Bcl3/Hlx/Il33/Rara",10
"GO:0045066","GO:0045066","regulatory T cell differentiation","10/1211","43/28943",8.60478405988675e-06,6.71245062944647e-05,3.68488113750611e-05,"Cd44/Lgals9/Il2rg/Ctla2a/Gimap5/Mdk/Irf1/Vsir/Hspb1/Socs1",10
"GO:0030323","GO:0030323","respiratory tube development","26/1211","239/28943",9.116139107494e-06,7.10145968582391e-05,3.89843237434888e-05,"Tnc/Lox/Mmp14/Ctsz/Mgp/Ctsh/Aldh1a2/Cebpa/Lipa/Ccn2/Tgfbr2/Sparc/Pdgfra/Klf2/Id1/Kdr/Timeless/Nos3/Slc7a11/Tns3/Traf4/Heg1/Chil1/Igf1/Pdgfrb/Foxj1",26
"GO:0045069","GO:0045069","regulation of viral genome replication","15/1211","95/28943",9.23111886562303e-06,7.18104121754925e-05,3.94211962083112e-05,"Isg15/Top2a/Bst2/Ifitm1/Ifitm2/Ifitm3/Apobec3/Rsad2/Oasl2/Parp10/Oas1b/Fam111a/Zc3hav1/Eif2ak2/Pabpc1",15
"GO:0071248","GO:0071248","cellular response to metal ion","21/1211","170/28943",9.40465792976506e-06,7.30589307414897e-05,4.01065856089404e-05,"Hmox1/Mmp9/Fn1/Alox5ap/Cebpa/Trf/Lgmn/Fas/B2m/Slc25a24/Capn3/Nfe2l2/Gsn/Mt2/Cdh1/Clic4/Iqgap1/P2rx4/Cpne3/Jun/Cpne2",21
"GO:1903510","GO:1903510","mucopolysaccharide metabolic process","14/1211","84/28943",9.60149525942477e-06,7.44209386824564e-05,4.08542763776121e-05,"Dcn/Cd44/Bgn/Il1b/Hexb/Chst14/Gusb/Dse/Il15/Ccnd3/Pdgfb/Hexa/Angpt1/Nfkb1",14
"GO:0071901","GO:0071901","negative regulation of protein serine/threonine kinase activity","16/1211","107/28943",9.61984638566299e-06,7.44209386824564e-05,4.08542763776121e-05,"Il1b/Plk1/Pycard/Ptpn6/Lyn/Rasip1/Prkcd/Cdkn2c/Cdkn1a/Rb1/Cdkn2a/Gadd45a/Cav1/Bmp7/Heg1/Nr2f2",16
"GO:1905818","GO:1905818","regulation of chromosome separation","16/1211","107/28943",9.61984638566299e-06,7.44209386824564e-05,4.08542763776121e-05,"Birc5/Cdc6/Cdc20/Cdca8/Plk1/Smc4/Bub1b/Ccnb1/Tacc3/Fbxo5/Smc2/Spc24/Rb1/Nek6/Mad2l1/Pttg1",16
"GO:0002042","GO:0002042","cell migration involved in sprouting angiogenesis","11/1211","53/28943",9.9456192974149e-06,7.67292199515439e-05,4.21214353599376e-05,"Anxa1/Hmox1/Clec14a/Rhoj/Mmrn2/Itgb1/Nrp1/Kdr/Stard13/Ptgs2/Klf4",11
"GO:0043370","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","11/1211","53/28943",9.9456192974149e-06,7.67292199515439e-05,4.21214353599376e-05,"Anxa1/Il2rg/Gimap5/Nckap1l/Il4ra/Irf1/Runx1/Hlx/Nfkbiz/Rara/Socs1",11
"GO:0034349","GO:0034349","glial cell apoptotic process","7/1211","20/28943",1.05863826359534e-05,8.15602876808463e-05,4.47735085493666e-05,"Ccl12/Enpp1/Trem2/Prkcd/Rb1/Akap12/Igf1",7
"GO:0001782","GO:0001782","B cell homeostasis","10/1211","44/28943",1.07199162333042e-05,8.22496586612829e-05,4.51519471052364e-05,"Cd44/Enpp1/Nckap1l/Lyn/Tnfrsf13b/Bcl2l11/Bak1/Bax/Bcl2a1a/Sh2b2",10
"GO:0050691","GO:0050691","regulation of defense response to virus by host","10/1211","44/28943",1.07199162333042e-05,8.22496586612829e-05,4.51519471052364e-05,"Il1b/Pycard/Sting1/Zc3hav1/Rigi/Parp9/Cgas/Stat1/Il15/Dtx3l",10
"GO:0097028","GO:0097028","dendritic cell differentiation","10/1211","44/28943",1.07199162333042e-05,8.22496586612829e-05,4.51519471052364e-05,"Slamf9/Gimap5/Trem2/Lyn/Ltbr/Spi1/Tgfbr2/Cebpb/Tmem176b/Tmem176a",10
"GO:0014068","GO:0014068","positive regulation of phosphatidylinositol 3-kinase signaling","13/1211","74/28943",1.09914584615176e-05,8.42177275553488e-05,4.62323423804347e-05,"Dcn/Fn1/Hcls1/Trem2/Ptpn6/Hcst/Kdr/Pdgfb/Angpt1/F2r/Igf1/Pdgfrb/Rara",13
"GO:0002720","GO:0002720","positive regulation of cytokine production involved in immune response","14/1211","85/28943",1.10564058198407e-05,8.45996297772236e-05,4.64419922343323e-05,"Fcer1g/Rsad2/Gimap5/Il1b/Laptm5/Pycard/Rigi/B2m/Syk/Myd88/Tirap/Lacc1/Mapkapk2/Ddx21",14
"GO:0001558","GO:0001558","regulation of cell growth","40/1211","459/28943",1.13627208813969e-05,8.68248289995964e-05,4.76635423200408e-05,"Cxcr4/Tnc/Bst2/Cd44/Csf2rb/Fn1/Dab2/Cd38/Mmp14/Enpp1/Igfbp3/Cxcl16/Mndal/Igfbp7/Ccr5/Msx1/Cdkn2c/Cdkn1a/Acvrl1/Adam17/P3h1/Rb1/Ccn4/Hsd3b7/Edn1/Cdkn2a/Nrp1/Hbegf/Sh3bp4/Sema3d/Tead1/Gas1/Trip10/Kif26a/Pttg1/Igf1/Sox17/Trpv2/Tgfbr1/Rack1",40
"GO:1901216","GO:1901216","positive regulation of neuron death","18/1211","133/28943",1.13945338094816e-05,8.69492968213987e-05,4.77318704395467e-05,"Il1b/Ctsz/Ccl3/Tyrobp/Itgam/C1qa/Tnfrsf1a/Grn/Fcgr2b/Fas/Ncf2/Nupr1/Bcl2l11/Rest/Mcl1/Casp6/Bax/Jun",18
"GO:0033157","GO:0033157","regulation of intracellular protein transport","25/1211","228/28943",1.17319170635429e-05,8.94019965617735e-05,4.9078309692243e-05,"Cdk1/Lcp1/Itgam/Mdfic/Sp100/Hcls1/Tnfrsf1a/Prkcd/Uaca/Flna/Apod/Rab29/Edem1/Wipf1/Myo1c/Ptpn14/Bag3/Ifi27/Cdkn2a/Cdh1/Anp32b/Nucb1/Angpt1/Ptgs2/Edem2",25
"GO:0060263","GO:0060263","regulation of respiratory burst","6/1211","14/28943",1.19139659522984e-05,9.06659283951404e-05,4.97721603928255e-05,"Jchain/Rac2/Ncf1/Lbp/Grn/Rps19",6
"GO:0035296","GO:0035296","regulation of tube diameter","21/1211","173/28943",1.2343285101596e-05,9.36785092873162e-05,5.14259531903609e-05,"Cd38/Tbxas1/Icam1/Gch1/Foxc1/Shc1/Scpep1/Klf2/Edn1/Cav1/Kdr/Nos3/Adm/Pdgfb/Acta2/Add3/P2rx4/Ptgs2/F2r/Ptgs1/Vstm4",21
"GO:0097746","GO:0097746","blood vessel diameter maintenance","21/1211","173/28943",1.2343285101596e-05,9.36785092873162e-05,5.14259531903609e-05,"Cd38/Tbxas1/Icam1/Gch1/Foxc1/Shc1/Scpep1/Klf2/Edn1/Cav1/Kdr/Nos3/Adm/Pdgfb/Acta2/Add3/P2rx4/Ptgs2/F2r/Ptgs1/Vstm4",21
"GO:0014065","GO:0014065","phosphatidylinositol 3-kinase signaling","18/1211","134/28943",1.26548588932311e-05,9.59132133436903e-05,5.26527210699066e-05,"Dcn/Fn1/Cep55/Hcls1/Trem2/Ptpn6/Hcst/Zfp36l1/Edn1/Kdr/Pdgfb/Pear1/Angpt1/F2r/Klf4/Igf1/Pdgfrb/Rara",18
"GO:2000179","GO:2000179","positive regulation of neural precursor cell proliferation","13/1211","75/28943",1.27912777356251e-05,9.68161440503195e-05,5.31483958261181e-05,"Ctsz/Gng5/Lyn/Trf/Flna/Nes/Mdk/Itgb1/Sox10/Cx3cr1/Gnai2/Rsu1/Igf1",13
"GO:2000515","GO:2000515","negative regulation of CD4-positive, alpha-beta T cell activation","9/1211","36/28943",1.29189780616671e-05,9.76507370086332e-05,5.3606555747041e-05,"Anxa1/Cd44/Lgals9/Cd274/Il4ra/Irf1/Vsir/Runx1/Hlx",9
"GO:0030851","GO:0030851","granulocyte differentiation","10/1211","45/28943",1.32684344334692e-05,0.000100022208966166,5.49084040237495e-05,"Ikzf1/Hcls1/C1qc/Cebpa/Lbr/Spi1/Rbp1/Inpp5d/Runx1/Rara",10
"GO:0046636","GO:0046636","negative regulation of alpha-beta T cell activation","10/1211","45/28943",1.32684344334692e-05,0.000100022208966166,5.49084040237495e-05,"Anxa1/Cd44/Lgals9/Cd274/Il4ra/Irf1/Vsir/Runx1/Hlx/Socs1",10
"GO:0021782","GO:0021782","glial cell development","17/1211","122/28943",1.34049435047468e-05,0.000100915441626461,5.5398754919872e-05,"Vim/C5ar1/Enpp1/Il1b/Itgam/C1qa/Gfap/Trem2/Grn/Mxra8/Nrros/Mdk/Ifngr1/Sox4/Sox10/Pdgfb/Nkx2-2",17
"GO:0006516","GO:0006516","glycoprotein catabolic process","8/1211","28/28943",1.34913885406459e-05,0.000101304565702869,5.56123692983549e-05,"Cela1/Naglu/Gusb/Ctsl/Edem1/Manba/Sgsh/Edem2",8
"GO:0035150","GO:0035150","regulation of tube size","21/1211","174/28943",1.34928059300733e-05,0.000101304565702869,5.56123692983549e-05,"Cd38/Tbxas1/Icam1/Gch1/Foxc1/Shc1/Scpep1/Klf2/Edn1/Cav1/Kdr/Nos3/Adm/Pdgfb/Acta2/Add3/P2rx4/Ptgs2/F2r/Ptgs1/Vstm4",21
"GO:0000075","GO:0000075","cell cycle checkpoint signaling","22/1211","188/28943",1.39157315619886e-05,0.00010420055144211,5.72021557733869e-05,"Cdk1/Clspn/Birc5/Cdc6/Cdc20/Aurka/Cdca8/Plk1/Bub1b/Ccnb1/Cdkn1a/Rps27l/Mtbp/Spc24/Ier3/Ccnd1/Dna2/Timeless/Map3k20/Mad2l1/Rnaseh2b/Rbm38",22
"GO:0110148","GO:0110148","biomineralization","22/1211","188/28943",1.39157315619886e-05,0.00010420055144211,5.72021557733869e-05,"Spp1/Isg15/Col1a1/Col1a2/Lox/Ccn1/Enpp1/Mgp/Ecm1/Srgn/Fbxo5/Tent5a/Osr1/Tcirg1/Cebpb/Ano6/Nos3/Tmem119/Bmp2k/Bmp7/Ptgs2/Igf1",22
"GO:0002707","GO:0002707","negative regulation of lymphocyte mediated immunity","12/1211","65/28943",1.40955375658452e-05,0.000105125307465112,5.77098118015751e-05,"Lgals9/Tap1/Havcr2/Ptprc/Nckap1l/Fcgr2b/Ptpn6/Parp3/Tap2/Vsir/Cr1l/Foxj1",12
"GO:0010656","GO:0010656","negative regulation of muscle cell apoptotic process","12/1211","65/28943",1.40955375658452e-05,0.000105125307465112,5.77098118015751e-05,"Hmox1/Hspb6/Cflar/Mdk/Nfe2l2/Nupr1/Acot1/Bag3/Edn1/Cav1/Trip10/Igf1",12
"GO:2000401","GO:2000401","regulation of lymphocyte migration","12/1211","65/28943",1.40955375658452e-05,0.000105125307465112,5.77098118015751e-05,"Cxcl10/Ccl12/Lgals9/Adam8/Msn/Ecm1/Aif1/Pycard/Cd200/Apod/Adam17/Jam2",12
"GO:0002823","GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","11/1211","55/28943",1.44611931175713e-05,0.000107708966291911,5.91281426321748e-05,"Havcr2/Ptprc/Nckap1l/Fcgr2b/Ptpn6/Parp3/Il4ra/Vsir/Cr1l/Il33/Foxj1",11
"GO:0042552","GO:0042552","myelination","21/1211","175/28943",1.47378912734627e-05,0.000109624075727311,6.01794651705944e-05,"Cxcr4/Ctsc/Enpp1/Cst7/Tnfrsf1b/Cd9/Hexb/Mall/Trf/Klk8/Acer3/Tmem98/Cldn5/Cmtm8/Jam2/Sox10/Hexa/Rxrg/Bcas1/Igf1/Rara",21
"GO:0002923","GO:0002923","regulation of humoral immune response mediated by circulating immunoglobulin","7/1211","21/28943",1.53058923745047e-05,0.000113098025316096,6.20865319065798e-05,"Gimap5/Ptprc/Trem2/Fcgr2b/Ptpn6/Cr1l/Foxj1",7
"GO:0030889","GO:0030889","negative regulation of B cell proliferation","7/1211","21/28943",1.53058923745047e-05,0.000113098025316096,6.20865319065798e-05,"Tyrobp/Cd24a/Fcgr2b/Lyn/Tnfrsf13b/Inpp5d/Cdkn2a",7
"GO:0032310","GO:0032310","prostaglandin secretion","7/1211","21/28943",1.53058923745047e-05,0.000113098025316096,6.20865319065798e-05,"Il1b/Pla2g4a/Oxt/Ptges/Edn1/Abcc4/Ptgs2",7
"GO:0090280","GO:0090280","positive regulation of calcium ion import","7/1211","21/28943",1.53058923745047e-05,0.000113098025316096,6.20865319065798e-05,"Lgals3/Serpine1/Cxcr4/Ccl12/Pdgfb/Pdgfrb/Trpv2",7
"GO:0150146","GO:0150146","cell junction disassembly","7/1211","21/28943",1.53058923745047e-05,0.000113098025316096,6.20865319065798e-05,"Itgam/C1qb/C1qa/C1qc/Trem2/Cx3cr1/Tgfbr1",7
"GO:0010001","GO:0010001","glial cell differentiation","27/1211","261/28943",1.55445532808079e-05,0.000114710201483274,6.2971555555426e-05,"Cxcr4/Vim/C5ar1/Enpp1/Il1b/Tnfrsf1b/Itgam/C1qa/Gfap/Trem2/Grn/Spint1/Mxra8/Nrros/Mdk/Tmem98/Ifngr1/Sox4/Sox10/Pdgfb/Stat3/Atf5/Il33/Nkx2-2/Hdac1/Il6st/Igf1",27
"GO:0035265","GO:0035265","organ growth","24/1211","218/28943",1.62770442297051e-05,0.000119957532540234,6.58521415442777e-05,"Cdk1/Enpp1/Ecm1/Ccnb1/Tgfbr2/Foxc1/Bcl2l11/Pdgfra/Ccn4/Edn1/Pdlim5/Hlx/Kdr/Ccm2l/Trip10/Akap13/Col27a1/Heg1/Igf1/Serp1/Pdgfrb/Rara/Ybx3/Tgfbr1",24
"GO:0034142","GO:0034142","toll-like receptor 4 signaling pathway","10/1211","46/28943",1.63216867601859e-05,0.000120128472462288,6.59459810865249e-05,"Rab7b/Cd14/Lbp/Ifi35/Trem2/Lyn/Nmi/Tirap/Ninj1/Nfkbia",10
"GO:0045920","GO:0045920","negative regulation of exocytosis","9/1211","37/28943",1.64399985641811e-05,0.000120470064606466,6.61335022346548e-05,"Cd84/Anxa1/Lgals9/Hmox1/Nckap1l/Spi1/Rest/Gnai2/Rap1b",9
"GO:0071402","GO:0071402","cellular response to lipoprotein particle stimulus","9/1211","37/28943",1.64399985641811e-05,0.000120470064606466,6.61335022346548e-05,"Fcer1g/Itgb2/Cd68/Trem2/Cd9/Syk/Myd88/Itgb1/Adam17",9
"GO:0071711","GO:0071711","basement membrane organization","9/1211","37/28943",1.64399985641811e-05,0.000120470064606466,6.61335022346548e-05,"Nid1/Ctss/Col4a1/Phldb2/Itgb1/Lamc1/Cav1/Lamb1/Ramp2",9
"GO:0044703","GO:0044703","multi-organism reproductive process","22/1211","190/28943",1.64541330876533e-05,0.000120470064606466,6.61335022346548e-05,"Timp1/Lgals9/Mmp9/Havcr2/Ptafr/H2-Q7/Pla2g4a/Hpgd/Grn/Arhgdib/Oxt/Ctsl/Ctsb/Stat5a/Prdm1/Lamb1/Cdh1/Cr1l/Emp2/Ptgs2/Thbd/Nr2f2",22
"GO:0070265","GO:0070265","necrotic cell death","12/1211","66/28943",1.65771733087348e-05,0.000121212464363216,6.65410515800663e-05,"Tspo/Ripk1/Fas/Cflar/Tmem123/Nupr1/Birc3/Ninj1/Casp6/Cav1/Bax/Ybx3",12
"GO:2000736","GO:2000736","regulation of stem cell differentiation","14/1211","88/28943",1.66568797234198e-05,0.000121636484134125,6.67738223730312e-05,"Zfp36/Foxc1/Nfe2l2/Cdk6/Eif2ak2/Pdgfra/Rest/Vsir/Jag1/Mta3/Stat3/Hdac1/Ezh2/Sox17",14
"GO:0010596","GO:0010596","negative regulation of endothelial cell migration","11/1211","56/28943",1.73203338557544e-05,0.000126316653549584,6.93430581039728e-05,"Dcn/Sp100/Angpt2/Serpinf1/Robo4/Mmrn2/Acvrl1/Gadd45a/Stard13/Klf4/Nr2f2",11
"GO:0016055","GO:0016055","Wnt signaling pathway","39/1211","451/28943",1.73482243227176e-05,0.00012635553242073,6.93644011315559e-05,"Col1a1/Cd44/Foxd1/Dab2/Rnf213/Enpp1/Sdc1/Mdfic/Cela1/Adgra2/Lrrk1/Sulf1/Tgfb1i1/Mdk/Tbx18/Wwtr1/Ccnd1/Ccn4/Nxn/Pbxip1/Sox4/Edn1/Cav1/Sox10/Frmd8/Limd1/Cdh1/Tcf7l1/Calcoco1/Grk5/Amotl1/Hdac1/Nfkb1/Gpc4/Klf4/Mbd2/Sox17/Sall1/Bicc1",39
"GO:0032386","GO:0032386","regulation of intracellular transport","32/1211","339/28943",1.7537976266179e-05,0.000127442378258258,6.9961038328188e-05,"Cdk1/Lcp1/Anxa2/Msn/Dab2/Itgam/Mdfic/Sp100/Hcls1/Tnfrsf1a/Ldlrap1/Prkcd/Uaca/Flna/Apod/Rab29/Edem1/Wipf1/Myo1c/Ier3/Ptpn14/Bag3/Ifi27/Cdkn2a/Cdh1/Gas1/Anp32b/Nucb1/Angpt1/Spag5/Ptgs2/Edem2",32
"GO:0051100","GO:0051100","negative regulation of binding","21/1211","177/28943",1.7542951908073e-05,0.000127442378258258,6.9961038328188e-05,"Hmox1/Aurka/Dab2/Ctsz/Sp100/Msx1/Nes/B2m/Dysf/Cdkn1a/Rest/Id1/Ifit2/Cdkn2a/Cav1/Bax/Pdgfb/Ccm2l/Ralb/Jun/Rack1",21
"GO:0045216","GO:0045216","cell-cell junction organization","24/1211","219/28943",1.75682643054872e-05,0.000127460943490977,6.99712299377259e-05,"Il1b/Cdh5/Snai1/Pecam1/Cd9/Rhoc/F11r/Flna/Myo1c/Esam/Cldn11/Itgb1/Gjb2/Gjc1/Cldn5/Cav1/Lims1/Cdh1/Ramp2/Csk/Heg1/Rab13/F2r/Tgfbr1",24
"GO:0042176","GO:0042176","regulation of protein catabolic process","33/1211","355/28943",1.78697710524062e-05,0.000129480708492273,7.10800044176191e-05,"Timp1/Trim30a/Adam8/Anxa2/Cdc20/Msn/Aurka/Dab2/Il1b/Plk1/Tnfrsf1b/Fam83d/Ecscr/Gfap/Trem2/Flna/Dysf/Nupr1/Ophn1/Ier3/Ctsa/Psme1/Cav1/Tnfsf12/Furin/Cdh1/Il33/Mad2l1/Rhbdf1/Rhbdd1/Sox17/Serpinb1a/Rack1",33
"GO:0001780","GO:0001780","neutrophil homeostasis","8/1211","29/28943",1.79490190144765e-05,0.000129719297419462,7.12109807012372e-05,"Anxa1/Cd44/Itgam/Cfh/Fcgr2b/Csf1/Axl/Slc7a11",8
"GO:0048384","GO:0048384","retinoic acid receptor signaling pathway","8/1211","29/28943",1.79490190144765e-05,0.000129719297419462,7.12109807012372e-05,"Tgif1/Aldh1a2/Dhrs3/Cyp26b1/Klf2/Rxrg/Ezh2/Rara",8
"GO:0006914","GO:0006914","autophagy","40/1211","469/28943",1.8706612124198e-05,0.000134846505157829,7.40256235382815e-05,"Cd84/Dcn/Trim30a/Hmox1/Iigp1/Rnf213/Tspo/Trim30d/Ctsd/Trim12c/Hk2/Gfap/Pycard/Trem2/Sting1/Rasip1/Dap/Irgm1/Acer2/Tcirg1/Rnf5/Hspb8/Nupr1/Igtp/Bcl2l11/Bag3/Ctsa/Mcl1/Cdkn2a/Kdr/Soga1/Dram2/Sh3bp4/Lamp2/Stat3/Sptlc2/Gnai3/Ralb/Lix1l/Rab43",40
"GO:0061919","GO:0061919","process utilizing autophagic mechanism","40/1211","469/28943",1.8706612124198e-05,0.000134846505157829,7.40256235382815e-05,"Cd84/Dcn/Trim30a/Hmox1/Iigp1/Rnf213/Tspo/Trim30d/Ctsd/Trim12c/Hk2/Gfap/Pycard/Trem2/Sting1/Rasip1/Dap/Irgm1/Acer2/Tcirg1/Rnf5/Hspb8/Nupr1/Igtp/Bcl2l11/Bag3/Ctsa/Mcl1/Cdkn2a/Kdr/Soga1/Dram2/Sh3bp4/Lamp2/Stat3/Sptlc2/Gnai3/Ralb/Lix1l/Rab43",40
"GO:0002396","GO:0002396","MHC protein complex assembly","6/1211","15/28943",1.9152171757921e-05,0.00013695990128864,7.51857979616643e-05,"H2-Aa/H2-Eb1/H2-DMb1/B2m/Tapbp/H2-DMa",6
"GO:0002501","GO:0002501","peptide antigen assembly with MHC protein complex","6/1211","15/28943",1.9152171757921e-05,0.00013695990128864,7.51857979616643e-05,"H2-Aa/H2-Eb1/H2-DMb1/B2m/Tapbp/H2-DMa",6
"GO:0045586","GO:0045586","regulation of gamma-delta T cell differentiation","6/1211","15/28943",1.9152171757921e-05,0.00013695990128864,7.51857979616643e-05,"Gimap5/Ptprc/Nckap1l/Syk/Stat5a/Sox4",6
"GO:0046643","GO:0046643","regulation of gamma-delta T cell activation","6/1211","15/28943",1.9152171757921e-05,0.00013695990128864,7.51857979616643e-05,"Gimap5/Ptprc/Nckap1l/Syk/Stat5a/Sox4",6
"GO:0150079","GO:0150079","negative regulation of neuroinflammatory response","6/1211","15/28943",1.9152171757921e-05,0.00013695990128864,7.51857979616643e-05,"Cst7/Tnfrsf1b/Trem2/Grn/Cd200/Igf1",6
"GO:1902337","GO:1902337","regulation of apoptotic process involved in morphogenesis","6/1211","15/28943",1.9152171757921e-05,0.00013695990128864,7.51857979616643e-05,"Tnfrsf1b/Tnfrsf1a/Foxc1/Cdkn2a/Bax/Bmp7",6
"GO:0198738","GO:0198738","cell-cell signaling by wnt","39/1211","453/28943",1.91709627941964e-05,0.00013695990128864,7.51857979616643e-05,"Col1a1/Cd44/Foxd1/Dab2/Rnf213/Enpp1/Sdc1/Mdfic/Cela1/Adgra2/Lrrk1/Sulf1/Tgfb1i1/Mdk/Tbx18/Wwtr1/Ccnd1/Ccn4/Nxn/Pbxip1/Sox4/Edn1/Cav1/Sox10/Frmd8/Limd1/Cdh1/Tcf7l1/Calcoco1/Grk5/Amotl1/Hdac1/Nfkb1/Gpc4/Klf4/Mbd2/Sox17/Sall1/Bicc1",39
"GO:0032608","GO:0032608","interferon-beta production","12/1211","67/28943",1.94314884006777e-05,0.000138467896351394,7.60136301304131e-05,"Isg15/Irf7/Hmgb2/Dhx58/Pycard/Sting1/Zc3hav1/Rigi/Irf1/Nmi/Tirap/Trim56",12
"GO:0032648","GO:0032648","regulation of interferon-beta production","12/1211","67/28943",1.94314884006777e-05,0.000138467896351394,7.60136301304131e-05,"Isg15/Irf7/Hmgb2/Dhx58/Pycard/Sting1/Zc3hav1/Rigi/Irf1/Nmi/Tirap/Trim56",12
"GO:0014066","GO:0014066","regulation of phosphatidylinositol 3-kinase signaling","15/1211","101/28943",1.96911112140262e-05,0.000139607485961722,7.66392216604537e-05,"Dcn/Fn1/Cep55/Hcls1/Trem2/Ptpn6/Hcst/Kdr/Pdgfb/Angpt1/F2r/Klf4/Igf1/Pdgfrb/Rara",15
"GO:0031638","GO:0031638","zymogen activation","15/1211","101/28943",1.96911112140262e-05,0.000139607485961722,7.66392216604537e-05,"Serpine1/Mmp14/Plau/Ctsz/Ctsh/Pycard/Lgmn/Ctsl/C1ra/Bak1/Plat/Vsir/Casp6/Furin/Plgrkt",15
"GO:0032147","GO:0032147","activation of protein kinase activity","15/1211","101/28943",1.96911112140262e-05,0.000139607485961722,7.66392216604537e-05,"Clspn/Slc11a1/Prkcd/Tpx2/Tgfbr2/Cd86/Tirap/Pdgfb/Emp2/Traf4/Angpt1/Chil1/Bora/Igf1/Socs1",15
"GO:0032370","GO:0032370","positive regulation of lipid transport","15/1211","101/28943",1.96911112140262e-05,0.000139607485961722,7.66392216604537e-05,"Spp1/Anxa2/Dab2/Il1b/Pla2g4a/Trem2/Ldlrap1/Prkcd/Abca1/Oxt/Ptges/Runx1/Edn1/Cav1/Nfkbia",15
"GO:0038034","GO:0038034","signal transduction in absence of ligand","13/1211","78/28943",1.98368018084027e-05,0.000140285261273817,7.70112946336313e-05,"Bcl2a1b/Il1b/Ripk1/Fas/Eya2/Bcl2l11/Bak1/Bag3/Mcl1/Bax/Bcl2a1a/Gas1/Igf1",13
"GO:0097192","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","13/1211","78/28943",1.98368018084027e-05,0.000140285261273817,7.70112946336313e-05,"Bcl2a1b/Il1b/Ripk1/Fas/Eya2/Bcl2l11/Bak1/Bag3/Mcl1/Bax/Bcl2a1a/Gas1/Igf1",13
"GO:0048246","GO:0048246","macrophage chemotaxis","10/1211","47/28943",1.99598576694215e-05,0.000140977506691589,7.73913111467182e-05,"Lgals3/Ccl12/C5ar1/C3ar1/Ccl3/Cmklr1/Mdk/Cklf/Ninj1/Csf1",10
"GO:0034113","GO:0034113","heterotypic cell-cell adhesion","11/1211","57/28943",2.06564348389049e-05,0.0001457137172956,7.99913113674152e-05,"Cd44/Itgb2/Ptprc/Il1b/Cd200/Itgb1/Ninj1/Vcam1/Bmp7/Klf4/Gcnt2",11
"GO:0046660","GO:0046660","female sex differentiation","19/1211","152/28943",2.08197999406703e-05,0.000146681382978232,8.05225231733837e-05,"Serpine1/Pla2g4a/Adamts1/Foxc1/Lhfpl2/Cebpb/Nupr1/Bak1/Pdgfra/Stat5a/Runx1/Sgpl1/Kdr/Nos3/Bax/Axl/Angpt1/Nr2f2/Chd7",19
"GO:0030324","GO:0030324","lung development","25/1211","236/28943",2.12041782419662e-05,0.000149014557507218,8.1803347612472e-05,"Tnc/Lox/Mmp14/Ctsz/Mgp/Ctsh/Aldh1a2/Cebpa/Lipa/Ccn2/Tgfbr2/Sparc/Pdgfra/Klf2/Id1/Kdr/Timeless/Nos3/Slc7a11/Tns3/Heg1/Chil1/Igf1/Pdgfrb/Foxj1",25
